Edad;Id_animal;Tipo;Raza;color;Fecha_de_nac;Fecha_y_Hora;Mes_y_ano;Nombre;Tipo_resultado;Adquisicion;Esterilizado
9 years;A501443;Dog;Labrador Retriever Mix;Black;2005-02-25T00:00:00;2014-09-17T14:10:00;2014-09-17T14:10:00;Chuy;;Adoption;Spayed Female
2 months;A669543;Dog;Labrador Retriever/German Shepherd;Chocolate;2013-10-22T00:00:00;2013-12-24T15:41:00;2013-12-24T15:41:00;Harley;;Adoption;Neutered Male
2 years;A673233;Other;Bat;Brown;2012-02-20T00:00:00;2014-02-20T16:09:00;2014-02-20T16:09:00;;Rabies Risk;Euthanasia;Unknown
5 years;A689442;Dog;Chihuahua Shorthair Mix;Tricolor;2009-10-04T00:00:00;2014-10-06T11:17:00;2014-10-06T11:17:00;*Lindy;Partner;Transfer;Intact Female
2 months;A683317;Dog;Chihuahua Shorthair Mix;Tan/White;2014-06-24T00:00:00;2014-09-12T13:23:00;2014-09-12T13:23:00;*Alvin;Foster;Adoption;Neutered Male
2 years;A690813;Dog;Labrador Retriever Mix;Red/White;2012-10-26T00:00:00;2014-11-15T11:09:00;2014-11-15T11:09:00;Bama;;Return to Owner;Spayed Female
8 months;A673869;Dog;Australian Shepherd Mix;White/Black;2013-07-03T00:00:00;2014-03-11T13:53:00;2014-03-11T13:53:00;Sweetie Pie;;Adoption;Spayed Female
5 years;A679058;Dog;Labrador Retriever Mix;Black/Brown;2009-05-16T00:00:00;2014-05-16T12:50:00;2014-05-16T12:50:00;Penelope;;Return to Owner;Spayed Female
4 months;A668890;Dog;Beagle Mix;Red/White;2013-08-11T00:00:00;2013-12-16T12:25:00;2013-12-16T12:25:00;;Partner;Transfer;Spayed Female
3 years;A676345;Dog;Norfolk Terrier/Yorkshire Terrier;Tan/Black;2011-04-08T00:00:00;2014-08-05T08:12:00;2014-08-05T08:12:00;Parker;Aggressive;Euthanasia;Neutered Male
3 years;A687160;Dog;Chihuahua Shorthair Mix;White/Gray;2011-09-01T00:00:00;2014-12-13T15:56:00;2014-12-13T15:56:00;Bella;;Return to Owner;Spayed Female
1 year;A684329;Dog;Miniature Schnauzer Mix;Black/Brown;2013-07-22T00:00:00;2014-08-02T18:33:00;2014-08-02T18:33:00;Edgar;;Adoption;Neutered Male
1 year;A690489;Dog;Pit Bull Mix;Blue/White;2013-10-21T00:00:00;2014-10-27T15:01:00;2014-10-27T15:01:00;*Thurston;;Adoption;Neutered Male
2 years;A678460;Cat;Domestic Shorthair Mix;Orange Tabby;2012-05-09T00:00:00;2014-05-09T12:58:00;2014-05-09T12:58:00;;SCRP;Transfer;Intact Female
3 years;A640511;Dog;American Foxhound Mix;White/Brown;2011-08-26T00:00:00;2014-09-16T14:33:00;2014-09-16T14:33:00;Chuck;;Return to Owner;Neutered Male
5 months;A693742;Cat;Domestic Shorthair Mix;Blue Tabby;2014-07-13T00:00:00;2014-12-14T09:00:00;2014-12-14T09:00:00;;SCRP;Transfer;Intact Female
2 months;A666785;Cat;Domestic Shorthair Mix;Orange Tabby;2013-09-30T00:00:00;2013-12-20T17:00:00;2013-12-20T17:00:00;*Willow;Foster;Adoption;Spayed Female
5 years;A682769;Dog;Dachshund/Chihuahua Shorthair;Red;2009-07-02T00:00:00;2014-07-02T16:59:00;2014-07-02T16:59:00;;Suffering;Euthanasia;Intact Male
4 years;A560060;Cat;Domestic Shorthair Mix;Brown Tabby;2009-08-06T00:00:00;2014-02-21T15:58:00;2014-02-21T15:58:00;Gary;;Adoption;Neutered Male
4 months;A680766;Cat;Domestic Shorthair Mix;Brown Tabby;2014-04-22T00:00:00;2014-09-01T18:51:00;2014-09-01T18:51:00;Isla;;Adoption;Spayed Female
4 weeks;A679920;Cat;Domestic Shorthair Mix;Brown Tabby;2014-04-28T00:00:00;2014-05-28T17:09:00;2014-05-28T17:09:00;;Partner;Transfer;Intact Female
13 years;A692419;Cat;Himalayan Mix;Lynx Point;2001-07-01T00:00:00;2014-12-05T14:08:00;2014-12-05T14:08:00;Sugar;Foster;Adoption;Spayed Female
1 year;A669692;Dog;Weimaraner Mix;Fawn/White;2012-09-25T00:00:00;2013-12-26T11:55:00;2013-12-26T11:55:00;Tex;;Return to Owner;Intact Male
6 months;A684073;Dog;German Shepherd/Labrador Retriever;Black/White;2014-03-24T00:00:00;2014-10-08T15:59:00;2014-10-08T15:59:00;*Colton;Partner;Transfer;Neutered Male
4 years;A606120;Dog;Pit Bull Mix;Blue/White;2009-07-18T00:00:00;2013-10-05T14:34:00;2013-10-05T14:34:00;Archie;Behavior;Euthanasia;Neutered Male
2 months;A679937;Cat;Domestic Shorthair Mix;Black/White;2014-03-28T00:00:00;2014-06-03T14:29:00;2014-06-03T14:29:00;Mia;;Adoption;Spayed Female
2 months;A674024;Dog;Chihuahua Longhair Mix;Cream;2014-01-15T00:00:00;2014-03-28T10:01:00;2014-03-28T10:01:00;Gertrude;Foster;Adoption;Spayed Female
4 years;A664140;Dog;Miniature Poodle/Yorkshire Terrier;Buff;2009-09-30T00:00:00;2013-10-06T18:11:00;2013-10-06T18:11:00;Shirin;;Adoption;Spayed Female
7 months;A664369;Dog;Labrador Retriever/German Shepherd;Black;2013-05-27T00:00:00;2014-01-08T19:19:00;2014-01-08T19:19:00;Max;;Return to Owner;Neutered Male
1 year;A672912;Cat;Domestic Shorthair Mix;Cream Tabby;2013-02-18T00:00:00;2014-02-25T09:54:00;2014-02-25T09:54:00;;;Died;Intact Female
5 years;A692297;Dog;Flat Coat Retriever Mix;Black;2009-11-18T00:00:00;2014-11-30T17:48:00;2014-11-30T17:48:00;*Alvin;;Adoption;Neutered Male
3 years;A685078;Dog;Chihuahua Shorthair Mix;White/Black;2011-08-01T00:00:00;2014-08-07T12:49:00;2014-08-07T12:49:00;Buddy;;Return to Owner;Neutered Male
4 years;A673092;Dog;Maltese Mix;White;2010-02-19T00:00:00;2014-03-05T18:00:00;2014-03-05T18:00:00;Sugar Bella;;Adoption;Spayed Female
11 years;A664979;Dog;Labrador Retriever Mix;Brown;2002-10-12T00:00:00;2013-10-12T18:06:00;2013-10-12T18:06:00;Nacho;;Return to Owner;Neutered Male
2 years;A681791;Dog;Shih Tzu;Buff/Gray;2012-06-20T00:00:00;2014-07-11T12:29:00;2014-07-11T12:29:00;Sugar;Partner;Transfer;Intact Female
2 months;A688756;Cat;Domestic Shorthair Mix;White/Blue Tabby;2014-07-08T00:00:00;2014-09-27T17:08:00;2014-09-27T17:08:00;;;Adoption;Neutered Male
2 weeks;A677940;Cat;Domestic Shorthair Mix;Tortie;2014-04-16T00:00:00;2014-05-02T16:52:00;2014-05-02T16:52:00;;Partner;Transfer;Intact Female
5 months;A686577;Other;Bat Mix;Gray;2014-02-23T00:00:00;2014-08-24T09:25:00;2014-08-24T09:25:00;;;Disposal;Unknown
7 months;A671308;Cat;Domestic Shorthair Mix;Black Tabby/White;2013-08-22T00:00:00;2014-03-23T18:36:00;2014-03-23T18:36:00;Siegfried;;Adoption;Neutered Male
3 years;A586222;Dog;Chihuahua Shorthair Mix;White/Tricolor;2010-08-05T00:00:00;2014-07-03T15:13:00;2014-07-03T15:13:00;*Wesley;Partner;Transfer;Neutered Male
2 months;A687999;Cat;Siamese Mix;Seal Point;2014-07-13T00:00:00;2014-09-19T14:27:00;2014-09-19T14:27:00;;;Adoption;Neutered Male
2 weeks;A685449;Cat;Domestic Shorthair Mix;Brown Tabby;2014-07-23T00:00:00;2014-08-07T17:27:00;2014-08-07T17:27:00;;Partner;Transfer;Intact Female
1 year;A680185;Cat;Domestic Shorthair Mix;Brown Tabby;2013-05-30T00:00:00;2014-06-13T11:57:00;2014-06-13T11:57:00;Lestat;;Adoption;Neutered Male
1 year;A693222;Other;Opossum Mix;Gray/White;2013-12-04T00:00:00;2014-12-04T11:54:00;2014-12-04T11:54:00;;Suffering;Euthanasia;Unknown
1 year;A670135;Cat;Domestic Shorthair Mix;Brown Tabby/White;2012-07-02T00:00:00;2014-01-17T12:01:00;2014-01-17T12:01:00;*Mason;Partner;Transfer;Neutered Male
4 years;A666337;Dog;Labrador Retriever/Beagle;Brown;2009-10-30T00:00:00;2013-11-09T19:06:00;2013-11-09T19:06:00;Chase;;Adoption;Neutered Male
4 years;A567903;Dog;Pit Bull Mix;Brown/White;2009-03-05T00:00:00;2014-02-19T11:05:00;2014-02-19T11:05:00;Spot;;Return to Owner;Spayed Female
10 months;A690332;Dog;Pit Bull Mix;Tan/White;2013-12-18T00:00:00;2014-10-26T17:12:00;2014-10-26T17:12:00;Zeus;;Adoption;Neutered Male
10 years;A616703;Dog;Border Collie Mix;Black/White;2004-07-22T00:00:00;2014-08-09T18:34:00;2014-08-09T18:34:00;Sadie;;Return to Owner;Spayed Female
2 months;A679429;Cat;Domestic Shorthair Mix;Cream Tabby;2014-04-14T00:00:00;2014-06-25T12:04:00;2014-06-25T12:04:00;*Goose;;Adoption;Neutered Male
2 months;A669178;Dog;Labrador Retriever Mix;White/Tan;2013-10-16T00:00:00;2013-12-18T16:06:00;2013-12-18T16:06:00;Noel;;Adoption;Intact Female
8 years;A685472;Dog;Rottweiler Mix;Black/Brown;2006-08-25T00:00:00;2014-09-14T15:46:00;2014-09-14T15:46:00;*Sasha;;Adoption;Spayed Female
5 months;A674679;Dog;Labrador Retriever Mix;Black/White;2013-10-16T00:00:00;2014-03-18T13:32:00;2014-03-18T13:32:00;Benny;;Return to Owner;Neutered Male
4 years;A674897;Dog;Lhasa Apso;Black/White;2010-03-20T00:00:00;2014-03-20T16:28:00;2014-03-20T16:28:00;Layla;;Return to Owner;Spayed Female
7 months;A678763;Cat;Siamese Mix;Lynx Point;2013-09-12T00:00:00;2014-05-12T18:32:00;2014-05-12T18:32:00;Snowflake;;Return to Owner;Spayed Female
1 weeks;A683744;Cat;Domestic Shorthair Mix;Orange Tabby;2014-07-13T00:00:00;2014-07-25T11:14:00;2014-07-25T11:14:00;;Partner;Transfer;Unknown
1 year;A662736;Cat;Domestic Medium Hair Mix;Black/White;2012-09-08T00:00:00;2014-04-17T14:19:00;2014-04-17T14:19:00;;SCRP;Transfer;Spayed Female
5 years;A664601;Cat;Domestic Shorthair Mix;Orange Tabby/White;2008-10-05T00:00:00;2013-10-06T15:04:00;2013-10-06T15:04:00;;SCRP;Transfer;Neutered Male
1 year;A692094;Other;Guinea Pig Mix;Tan;2013-05-14T00:00:00;2014-11-15T14:38:00;2014-11-15T14:38:00;Annabell;Partner;Transfer;Intact Female
3 weeks;A690246;Cat;Domestic Shorthair Mix;Orange Tabby;2014-09-24T00:00:00;2014-10-16T18:32:00;2014-10-16T18:32:00;;Partner;Transfer;Intact Male
1 year;A686714;Other;Bat;Black/Brown;2013-08-25T00:00:00;2014-08-26T08:00:00;2014-08-26T08:00:00;;;Euthanasia;Unknown
2 years;A668221;Dog;Rat Terrier Mix;Tricolor;2011-11-30T00:00:00;2013-12-20T17:05:00;2013-12-20T17:05:00;*Scrappy;Partner;Transfer;Neutered Male
5 years;A692500;Dog;Dogo Argentino Mix;White/Black;2009-01-25T00:00:00;2014-11-21T16:58:00;2014-11-21T16:58:00;Kayo;;Return to Owner;Neutered Male
4 months;A683356;Cat;Domestic Shorthair Mix;Blue;2014-03-09T00:00:00;2014-07-11T09:00:00;2014-07-11T09:00:00;;SCRP;Transfer;Intact Female
1 year;A668909;Dog;Miniature Schnauzer/Miniature Poodle;Gray/White;2012-12-11T00:00:00;2013-12-15T19:04:00;2013-12-15T19:04:00;;;Adoption;Neutered Male
8 years;A647547;Dog;Pit Bull Mix;Brown/White;2005-02-12T00:00:00;2013-11-09T14:00:00;2013-11-09T14:00:00;Brodie;Partner;Transfer;Neutered Male
1 year;A685977;Dog;Pit Bull;Blue/White;2013-02-15T00:00:00;2014-09-27T13:44:00;2014-09-27T13:44:00;Princess;;Adoption;Spayed Female
2 weeks;A685164;Cat;Domestic Shorthair Mix;White/Black;2014-07-27T00:00:00;2014-08-10T16:35:00;2014-08-10T16:35:00;*Birch;Partner;Transfer;Unknown
3 years;A622803;Dog;Border Terrier Mix;Brown Brindle;2011-03-24T00:00:00;2014-03-26T18:04:00;2014-03-26T18:04:00;Kingsley;;Return to Owner;Neutered Male
1 year;A690148;Dog;German Shepherd Mix;Red/White;2013-10-15T00:00:00;2014-11-29T18:19:00;2014-11-29T18:19:00;Lucy;;Adoption;Spayed Female
2 months;A692153;Cat;Domestic Shorthair Mix;Torbie;2014-09-01T00:00:00;2014-11-20T12:36:00;2014-11-20T12:36:00;*Joannie;Partner;Transfer;Spayed Female
1 year;A678244;Cat;Domestic Shorthair Mix;Black/White;2013-05-06T00:00:00;2014-05-08T13:56:00;2014-05-08T13:56:00;;SCRP;Transfer;Intact Male
4 weeks;A674081;Other;Bat;Brown/Black;2014-02-07T00:00:00;2014-03-07T14:02:00;2014-03-07T14:02:00;;Rabies Risk;Euthanasia;Unknown
1 month;A675414;Cat;Russian Blue Mix;Blue;2014-02-05T00:00:00;2014-04-04T18:34:00;2014-04-04T18:34:00;Kit Kat;Foster;Adoption;Neutered Male
3 months;A690177;Other;Bat Mix;Brown;2014-07-15T00:00:00;2014-10-16T08:04:00;2014-10-16T08:04:00;;;Euthanasia;Unknown
2 months;A679456;Cat;Manx Mix;Blue Tabby;2014-03-13T00:00:00;2014-05-29T17:03:00;2014-05-29T17:03:00;Kovu;;Adoption;Neutered Male
2 years;A669911;Cat;Domestic Shorthair Mix;Brown Tabby;2011-12-30T00:00:00;2014-01-12T12:26:00;2014-01-12T12:26:00;*Kim;Partner;Transfer;Intact Female
1 year;A664310;Cat;Domestic Medium Hair Mix;Orange Tabby/White;2012-10-01T00:00:00;2014-01-01T14:57:00;2014-01-01T14:57:00;Chan;;Return to Owner;Neutered Male
2 months;A680987;Cat;Domestic Shorthair Mix;Black;2014-05-17T00:00:00;2014-08-02T08:22:00;2014-08-02T08:22:00;*Boogie;Foster;Adoption;Neutered Male
2 months;A665071;Cat;Domestic Shorthair Mix;Blue Tabby;2013-09-13T00:00:00;2013-12-07T14:57:00;2013-12-07T14:57:00;*Mary;Offsite;Adoption;Spayed Female
4 years;A680942;Dog;Pit Bull Mix;Chocolate/White;2010-06-10T00:00:00;2014-08-22T18:35:00;2014-08-22T18:35:00;Blaze;;Adoption;Neutered Male
4 months;A684106;Dog;Border Collie/Australian Cattle Dog;White/Black;2014-03-19T00:00:00;2014-07-27T12:00:00;2014-07-27T12:00:00;;Partner;Transfer;Intact Male
1 year;A674861;Cat;Domestic Shorthair Mix;Blue/White;2013-03-19T00:00:00;2014-03-19T15:42:00;2014-03-19T15:42:00;;SCRP;Transfer;Intact Male
2 months;A671724;Dog;Dachshund/Chihuahua Shorthair;Black/White;2014-01-29T00:00:00;2014-04-21T19:17:00;2014-04-21T19:17:00;Freya;Foster;Adoption;Spayed Female
7 years;A669014;Cat;Domestic Shorthair Mix;Blue Tabby;2006-12-12T00:00:00;2013-12-22T23:37:00;2013-12-22T23:37:00;Sophie;;Adoption;Spayed Female
1 month;A680409;Cat;Siamese Mix;Flame Point;2014-05-02T00:00:00;2014-06-09T15:50:00;2014-06-09T15:50:00;Lark;Partner;Transfer;Intact Female
11 years;A670640;Dog;Beagle Mix;Tan/White;2002-08-16T00:00:00;2014-01-16T10:17:00;2014-01-16T10:17:00;Buckley;;Return to Owner;Intact Male
2 years;A603779;Dog;Labrador Retriever Mix;Yellow/Black;2011-04-18T00:00:00;2013-10-04T11:38:00;2013-10-04T11:38:00;*Rain;;Adoption;Neutered Male
6 months;A672272;Dog;Jack Russell Terrier Mix;Brown;2013-08-06T00:00:00;2014-02-10T11:18:00;2014-02-10T11:18:00;Kiss;;Return to Owner;Neutered Male
1 year;A678331;Dog;Miniature Schnauzer Mix;Chocolate;2013-05-07T00:00:00;2014-05-15T16:28:00;2014-05-15T16:28:00;;Partner;Transfer;Neutered Male
5 years;A681632;Dog;Chihuahua Shorthair Mix;Black/Brown;2009-06-19T00:00:00;2014-07-22T14:13:00;2014-07-22T14:13:00;*Clancy;;Adoption;Neutered Male
12 years;A678374;Dog;Border Collie Mix;Tricolor;2002-05-08T00:00:00;2014-05-08T15:38:00;2014-05-08T15:38:00;Capitan;;Return to Owner;Neutered Male
2 months;A678894;Cat;Domestic Shorthair Mix;Black/White;2014-04-13T00:00:00;2014-07-08T15:29:00;2014-07-08T15:29:00;*Wayne;Partner;Transfer;Neutered Male
5 years;A669467;Dog;Chihuahua Shorthair Mix;Tan/White;2008-12-21T00:00:00;2014-01-01T17:32:00;2014-01-01T17:32:00;Scampi;;Return to Owner;Neutered Male
4 months;A689907;Cat;Domestic Shorthair Mix;Brown Tabby;2014-06-11T00:00:00;2014-10-18T18:19:00;2014-10-18T18:19:00;Tiny;;Adoption;Spayed Female
3 years;A681272;Dog;Chihuahua Shorthair Mix;Brown;2011-06-14T00:00:00;2014-06-17T13:29:00;2014-06-17T13:29:00;Chucky;Partner;Transfer;Neutered Male
1 year;A691848;Dog;Pit Bull Mix;Tan/White;2013-11-10T00:00:00;2014-11-17T11:16:00;2014-11-17T11:16:00;;Partner;Transfer;Intact Female
4 years;A665308;Dog;Toy Poodle Mix;White;2009-10-16T00:00:00;2013-10-24T17:59:00;2013-10-24T17:59:00;;;Adoption;Neutered Male
17 years;A669428;Dog;Labrador Retriever/Golden Retriever;Yellow;1996-12-20T00:00:00;2013-12-20T17:42:00;2013-12-20T17:42:00;Deliah;;Return to Owner;Spayed Female
3 years;A676708;Cat;Domestic Shorthair Mix;Brown Tabby;2011-04-14T00:00:00;2014-04-15T14:57:00;2014-04-15T14:57:00;;SCRP;Transfer;Spayed Female
2 months;A674953;Dog;Labrador Retriever/Pit Bull;Black/White;2013-12-20T00:00:00;2014-03-21T16:12:00;2014-03-21T16:12:00;Baby;Partner;Transfer;Intact Female
1 year;A670291;Dog;Chihuahua Shorthair Mix;White/Brown;2012-08-05T00:00:00;2014-01-11T13:32:00;2014-01-11T13:32:00;*Martial;Partner;Transfer;Intact Male
8 years;A693929;Cat;Domestic Medium Hair Mix;Blue/White;2006-12-17T00:00:00;2014-12-23T14:55:00;2014-12-23T14:55:00;Anakin;Partner;Transfer;Neutered Male
2 months;A682219;Cat;Domestic Shorthair Mix;White/Blue;2014-05-18T00:00:00;2014-08-03T16:31:00;2014-08-03T16:31:00;*Elsie;Offsite;Adoption;Spayed Female
5 years;A676655;Cat;Domestic Longhair;Blue;2009-04-13T00:00:00;2014-04-13T15:11:00;2014-04-13T15:11:00;;Suffering;Euthanasia;Neutered Male
5 years;A671031;Dog;German Shepherd Mix;White;2009-01-17T00:00:00;2014-01-30T18:40:00;2014-01-30T18:40:00;Ina;;Adoption;Spayed Female
3 years;A612598;Dog;Labrador Retriever Mix;Tan/White;2009-10-21T00:00:00;2013-10-12T17:21:00;2013-10-12T17:21:00;Harvey;;Return to Owner;Neutered Male
1 year;A690319;Dog;German Shepherd Mix;Black/Brown;2013-10-18T00:00:00;2014-10-25T14:46:00;2014-10-25T14:46:00;*Elroy;;Adoption;Neutered Male
2 years;A676615;Dog;Pit Bull Mix;White/Blue;2012-04-12T00:00:00;2014-04-27T14:18:00;2014-04-27T14:18:00;Capone;Aggressive;Euthanasia;Intact Male
3 years;A670696;Cat;Domestic Shorthair Mix;White;2010-11-15T00:00:00;2014-01-25T14:28:00;2014-01-25T14:28:00;Pepper;Partner;Transfer;Neutered Male
1 year;A665170;Dog;Cocker Spaniel Mix;Red;2012-10-14T00:00:00;2013-12-01T23:58:00;2013-12-01T23:58:00;;Partner;Transfer;Spayed Female
1 weeks;A665001;Dog;Australian Cattle Dog Mix;Brown/White;2013-10-05T00:00:00;2013-10-15T13:33:00;2013-10-15T13:33:00;;Partner;Transfer;Intact Male
8 years;A681267;Cat;Domestic Shorthair Mix;Tortie;2006-06-14T00:00:00;2014-08-05T13:03:00;2014-08-05T13:03:00;Pearl;;Adoption;Spayed Female
3 months;A661521;Cat;Domestic Shorthair Mix;Black;2013-06-28T00:00:00;2013-10-07T13:58:00;2013-10-07T13:58:00;*Candace;;Adoption;Spayed Female
1 year;A691736;Cat;Domestic Longhair Mix;Brown Tabby;2013-11-08T00:00:00;2014-11-09T09:00:00;2014-11-09T09:00:00;Sylvester;SCRP;Transfer;Neutered Male
2 years;A692106;Dog;Cairn Terrier Mix;Tan;2012-11-14T00:00:00;2014-11-18T15:01:00;2014-11-18T15:01:00;*Olive;Partner;Transfer;Intact Female
1 year;A690372;Dog;Australian Shepherd Mix;Black/Tan;2013-10-19T00:00:00;2014-10-23T16:30:00;2014-10-23T16:30:00;Kovu;;Adoption;Neutered Male
2 years;A686827;Cat;Domestic Shorthair Mix;Calico;2012-02-27T00:00:00;2014-08-28T09:00:00;2014-08-28T09:00:00;;SCRP;Transfer;Spayed Female
2 years;A686827;Cat;Domestic Shorthair Mix;Calico;2012-02-27T00:00:00;2014-08-28T09:00:00;2014-08-28T09:00:00;;SCRP;Transfer;Spayed Female
6 years;A690258;Dog;Labrador Retriever Mix;Chocolate;2008-10-16T00:00:00;2014-10-17T11:26:00;2014-10-17T11:26:00;Choncho;;Return to Owner;Intact Male
3 years;A660946;Dog;German Shepherd Mix;Black/Brown;2011-08-14T00:00:00;2014-08-22T14:42:00;2014-08-22T14:42:00;Holo;;Return to Owner;Spayed Female
2 months;A682370;Cat;Domestic Longhair Mix;Brown Tabby;2014-04-12T00:00:00;2014-07-01T16:40:00;2014-07-01T16:40:00;;;Adoption;Spayed Female
6 months;A676018;Dog;Chihuahua Longhair/Maltese;White/Tan;2013-10-03T00:00:00;2014-04-08T17:42:00;2014-04-08T17:42:00;Coco;;Adoption;Spayed Female
1 year;A689461;Dog;Labrador Retriever Mix;Black/White;2013-04-04T00:00:00;2014-10-26T12:18:00;2014-10-26T12:18:00;*Walker;;Adoption;Neutered Male
6 months;A687262;Dog;Miniature Schnauzer/Miniature Poodle;Chocolate;2014-03-02T00:00:00;2014-09-03T13:51:00;2014-09-03T13:51:00;Poochie;Partner;Transfer;Spayed Female
8 years;A685399;Dog;Chihuahua Shorthair Mix;Brown;2006-08-06T00:00:00;2014-09-15T17:23:00;2014-09-15T17:23:00;*Brad;;Adoption;Neutered Male
1 year;A673269;Cat;Domestic Shorthair Mix;Black;2013-02-21T00:00:00;2014-03-15T18:24:00;2014-03-15T18:24:00;*Curtis;;Adoption;Neutered Male
4 years;A672451;Dog;German Shepherd Mix;Black/Tan;2010-02-10T00:00:00;2014-02-11T18:41:00;2014-02-11T18:41:00;Delgado;;Return to Owner;Neutered Male
3 years;A674102;Cat;Domestic Shorthair Mix;Black;2011-03-07T00:00:00;2014-03-08T19:06:00;2014-03-08T19:06:00;*Sebastian;SCRP;Transfer;Intact Male
5 years;A681982;Dog;Jack Russell Terrier Mix;White/Brown;2009-06-22T00:00:00;2014-06-29T17:02:00;2014-06-29T17:02:00;;;Adoption;Neutered Male
3 months;A678868;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-05-05T00:00:00;2014-08-05T07:58:00;2014-08-05T07:58:00;;Foster;Adoption;Neutered Male
5 years;A690437;Dog;Pit Bull Mix;Black/White;2009-10-20T00:00:00;2014-11-01T17:09:00;2014-11-01T17:09:00;Roxy;;Return to Owner;Spayed Female
4 months;A693294;Dog;Black/Tan Hound Mix;Black/Brown;2014-08-05T00:00:00;2014-12-09T18:00:00;2014-12-09T18:00:00;;;Adoption;Neutered Male
11 months;A670437;Cat;Angora Mix;White;2013-02-08T00:00:00;2014-01-12T17:43:00;2014-01-12T17:43:00;;;Adoption;Neutered Male
2 years;A672179;Dog;Catahoula Mix;Blue Merle/Brown;2012-02-05T00:00:00;2014-02-07T17:31:00;2014-02-07T17:31:00;Spike;;Return to Owner;Neutered Male
2 months;A687562;Dog;Australian Kelpie Mix;Black;2014-06-25T00:00:00;2014-09-15T11:14:00;2014-09-15T11:14:00;*Zelda;Partner;Transfer;Intact Female
1 year;A669646;Dog;Pointer/Collie Smooth;Tan/White;2012-12-24T00:00:00;2013-12-27T16:54:00;2013-12-27T16:54:00;Beagle;Aggressive;Euthanasia;Intact Female
4 weeks;A680372;Cat;Domestic Shorthair;Brown Tabby/White;2014-05-05T00:00:00;2014-06-02T11:38:00;2014-06-02T11:38:00;;Suffering;Euthanasia;Intact Female
3 years;A682138;Dog;Chihuahua Shorthair Mix;Black/White;2011-06-24T00:00:00;2014-06-26T11:07:00;2014-06-26T11:07:00;Frannie;;Return to Owner;Spayed Female
4 months;A693720;Cat;Domestic Shorthair Mix;Brown Tabby;2014-08-13T00:00:00;2014-12-13T13:32:00;2014-12-13T13:32:00;;Suffering;Euthanasia;Intact Female
5 years;A693669;Dog;Chihuahua Shorthair Mix;Tan;2009-12-13T00:00:00;2014-12-16T15:40:00;2014-12-16T15:40:00;Nacho Libre;;Adoption;Neutered Male
7 years;A689711;Cat;Domestic Shorthair;Blue/White;2007-10-08T00:00:00;2014-10-08T14:59:00;2014-10-08T14:59:00;;Suffering;Euthanasia;Neutered Male
3 years;A690324;Dog;Labrador Retriever/German Shepherd;Tricolor;2011-10-18T00:00:00;2014-10-29T18:14:00;2014-10-29T18:14:00;Cole;;Return to Owner;Neutered Male
5 years;A669561;Dog;Doberman Pinsch Mix;Red/Tan;2008-12-23T00:00:00;2013-12-23T13:58:00;2013-12-23T13:58:00;;Suffering;Euthanasia;Intact Male
1 year;A672594;Other;Fox Mix;Gray/Orange;2013-02-13T00:00:00;2014-02-13T13:29:00;2014-02-13T13:29:00;;Suffering;Euthanasia;Unknown
2 years;A675643;Dog;Border Collie Mix;Black/White;2012-03-30T00:00:00;2014-03-31T12:36:00;2014-03-31T12:36:00;Maxine;;Return to Owner;Spayed Female
4 months;A665383;Dog;German Shepherd Mix;Black/Tan;2013-06-19T00:00:00;2013-10-23T18:22:00;2013-10-23T18:22:00;Indica;;Adoption;Spayed Female
3 months;A685017;Cat;Domestic Shorthair Mix;Torbie;2014-05-01T00:00:00;2014-08-09T18:57:00;2014-08-09T18:57:00;*Bess;;Adoption;Spayed Female
2 years;A689016;Dog;Australian Cattle Dog/Labrador Retriever;Buff;2012-09-28T00:00:00;2014-09-29T18:16:00;2014-09-29T18:16:00;Lobo;;Return to Owner;Neutered Male
2 months;A672145;Dog;Pit Bull Mix;Brown Brindle/White;2013-11-19T00:00:00;2014-02-09T17:27:00;2014-02-09T17:27:00;Lola;;Adoption;Spayed Female
1 year;A680191;Cat;Domestic Shorthair Mix;Black Smoke;2013-05-30T00:00:00;2014-07-13T18:38:00;2014-07-13T18:38:00;Morrigan;;Adoption;Spayed Female
6 months;A668960;Dog;Pit Bull Mix;Blue/White;2013-06-12T00:00:00;2013-12-27T16:56:00;2013-12-27T16:56:00;*Gigi;;Adoption;Spayed Female
3 years;A605337;Dog;Pit Bull Mix;Brown/White;2010-09-06T00:00:00;2014-08-18T15:25:00;2014-08-18T15:25:00;Ruby;;Adoption;Spayed Female
4 years;A670985;Cat;Domestic Medium Hair Mix;Orange Tabby;2010-01-17T00:00:00;2014-02-20T12:46:00;2014-02-20T12:46:00;Kirby;Partner;Transfer;Neutered Male
6 months;A679850;Dog;Pit Bull Mix;Brown;2013-11-27T00:00:00;2014-06-11T11:20:00;2014-06-11T11:20:00;Diamond;Partner;Transfer;Intact Female
1 year;A683240;Cat;Siamese Mix;Flame Point;2013-07-08T00:00:00;2014-07-22T13:08:00;2014-07-22T13:08:00;X;Partner;Transfer;Spayed Female
1 year;A645821;Dog;German Shepherd Mix;White/Tan;2012-10-12T00:00:00;2014-09-14T16:37:00;2014-09-14T16:37:00;Juliet;;Return to Owner;Spayed Female
6 months;A666731;Dog;Labrador Retriever Mix;Black;2013-05-06T00:00:00;2013-12-01T16:21:00;2013-12-01T16:21:00;Patience;;Adoption;Spayed Female
